Fecha,Posición,Canción,Artista
2015-07-31,536,House Party,Sam Hunt
2015-07-31,550,Fun,Pitbull Featuring Chris Brown
2015-07-31,564,This Summer's Gonna Hurt...,Maroon 5
2015-07-31,578,Sangria,Blake Shelton
2015-07-31,592,Somebody,Natalie La Rose Featuring Jeremih
2015-07-31,606,Be Real,Kid Ink Featuring DeJ Loaf
2015-07-31,620,R.I.C.O.,Meek Mill Featuring Drake
2015-07-31,634,Tonight Looks Good On You,Jason Aldean
2015-07-31,648,Shake It Off,Taylor Swift
2015-07-31,662,Style,Taylor Swift
2015-07-31,676,Crash And Burn,Thomas Rhett
2015-07-31,690,One Hell Of An Amen,Brantley Gilbert
2015-07-31,704,Love You Like That,Canaan Smith
2015-07-31,718,Like A Wrecking Ball,Eric Church
2015-07-31,732,Buy Me A Boat,Chris Janson
2015-07-31,746,The Night Is Still Young,Nicki Minaj
2015-07-31,760,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-07-31,774,Loving You Easy,Zac Brown Band
2015-07-31,788,Stitches,Shawn Mendes
2015-07-31,802,Renegades,X Ambassadors
2015-07-31,816,Planez,Jeremih Featuring J. Cole
2015-07-31,830,Kiss You In The Morning,Michael Ray
2015-07-31,844,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-07-31,858,"John Cougar, John Deere, John 3:16",Keith Urban
2015-07-31,872,This Could Be Us,Rae Sremmurd
2015-07-31,886,Commas,Future
2015-07-31,900,Young & Crazy,Frankie Ballard
2015-07-31,914,Crushin' It,Brad Paisley
2015-07-31,928,Bright,Echosmith
2015-07-31,942,Hell Of A Night,Dustin Lynch
2015-07-31,956,Lose My Mind,Brett Eldredge
2015-07-31,970,Wet Dreamz,J. Cole
2015-07-31,984,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
2015-07-31,998,Baby Be My Love Song,Easton Corbin
2015-07-31,1012,Love Me Like You Mean It,Kelsea Ballerini
2015-07-31,1026,Ghost Town,Adam Lambert
2015-07-31,1040,The Matrimony,Wale Featuring Usher
2015-07-31,1054,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-07-31,1068,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-07-31,1082,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-07-31,1096,Real Life,Jake Owen
2015-07-31,1110,Kings Never Die,Eminem Featuring Gwen Stefani
2015-07-31,1124,Do It Again,Pia Mia Featuring Chris Brown & Tyga
2015-07-31,1138,Don't It,Billy Currington
2015-07-31,1152,Beautiful Now,Zedd Featuring Jon Bellion
2015-07-31,1166,Yoga,Janelle Monae & Jidenna
2015-07-31,1180,Sippin' On Fire,Florida Georgia Line
2015-07-31,1194,Little Toy Guns,Carrie Underwood
2015-07-31,1208,My Way,Fetty Wap Featuring Monty
2015-07-31,1222,Alright,Kendrick Lamar
2015-07-31,1236,Break Up With Him,Old Dominion
2015-07-31,1250,Should've Been Us,Tori Kelly
2015-07-31,1264,Ex's & Oh's,Elle King
2015-07-31,1278,Fly,Maddie & Tae
2015-07-31,1292,I Really Like You,Carly Rae Jepsen
2015-07-31,1306,Burning House,Cam
2015-07-31,1320,Tear In My Heart,Twenty One Pilots
2015-07-31,1334,Lord Knows,Meek Mill
2015-07-31,1348,I'm Comin' Over,Chris Young
2015-07-31,1362,Jump Out The Face,Meek Mill Featuring Future
2015-07-31,1376,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B
2015-07-31,1390,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend
2015-08-07,4,Cheerleader,OMI
2015-08-07,18,Can't Feel My Face,The Weeknd
2015-08-07,32,Watch Me,Silento
2015-08-07,46,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-08-07,60,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-08-07,74,Trap Queen,Fetty Wap
2015-08-07,88,My Way,Fetty Wap Featuring Monty
2015-08-07,102,Fight Song,Rachel Platten
2015-08-07,116,Shut Up And Dance,WALK THE MOON
2015-08-07,130,Lean On,Major Lazer X DJ Snake Featuring MO
2015-08-07,144,The Hills,The Weeknd
2015-08-07,158,Worth It,Fifth Harmony Featuring Kid Ink
2015-08-07,172,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-08-07,186,"Honey, I'm Good.",Andy Grammer
2015-08-07,200,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-08-07,214,Good For You,Selena Gomez Featuring A$AP Rocky
2015-08-07,228,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-08-07,242,679,Fetty Wap Featuring Remy Boyz
2015-08-07,256,Want To Want Me,Jason Derulo
2015-08-07,270,Photograph,Ed Sheeran
2015-08-07,284,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-08-07,298,She's Kinda Hot,5 Seconds Of Summer
2015-08-07,312,Sugar,Maroon 5
2015-08-07,326,Cool For The Summer,Demi Lovato
2015-08-07,340,Classic Man,Jidenna Featuring Roman GianArthur
2015-08-07,354,Earned It (Fifty Shades Of Grey),The Weeknd
2015-08-07,368,Thinking Out Loud,Ed Sheeran
2015-08-07,382,B**** Better Have My Money,Rihanna
2015-08-07,396,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-08-07,410,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-08-07,424,Uma Thurman,Fall Out Boy
2015-08-07,438,Kick The Dust Up,Luke Bryan
2015-08-07,452,Love Me Like You Do,Ellie Goulding
2015-08-07,466,Talking Body,Tove Lo
2015-08-07,480,You Know You Like It,DJ Snake & AlunaGeorge
2015-08-07,494,Girl Crush,Little Big Town
2015-08-07,508,Nasty Freestyle,T-Wayne
2015-08-07,522,Take Your Time,Sam Hunt
2015-08-07,536,House Party,Sam Hunt
2015-08-07,550,Slow Motion,Trey Songz
2015-08-07,564,Elastic Heart,Sia
2015-08-07,578,Fun,Pitbull Featuring Chris Brown
2015-08-07,592,Be Real,Kid Ink Featuring DeJ Loaf
2015-08-07,606,One Hell Of An Amen,Brantley Gilbert
2015-08-07,620,Crash And Burn,Thomas Rhett
2015-08-07,634,R.I.C.O.,Meek Mill Featuring Drake
2015-08-07,648,Shake It Off,Taylor Swift
2015-08-07,662,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-08-07,676,Tonight Looks Good On You,Jason Aldean
2015-08-07,690,Renegades,X Ambassadors
2015-08-07,704,Loving You Easy,Zac Brown Band
2015-08-07,718,Like A Wrecking Ball,Eric Church
2015-08-07,732,Buy Me A Boat,Chris Janson
2015-08-07,746,Stitches,Shawn Mendes
2015-08-07,760,Planez,Jeremih Featuring J. Cole
2015-08-07,774,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-08-07,788,"John Cougar, John Deere, John 3:16",Keith Urban
2015-08-07,802,Sangria,Blake Shelton
2015-08-07,816,Kiss You In The Morning,Michael Ray
2015-08-07,830,How Deep Is Your Love,Calvin Harris & Disciples
2015-08-07,844,This Could Be Us,Rae Sremmurd
2015-08-07,858,Love You Like That,Canaan Smith
2015-08-07,872,The Night Is Still Young,Nicki Minaj
2015-08-07,886,This Summer's Gonna Hurt...,Maroon 5
2015-08-07,900,Young & Crazy,Frankie Ballard
2015-08-07,914,Hell Of A Night,Dustin Lynch
2015-08-07,928,Crushin' It,Brad Paisley
2015-08-07,942,Where Ya At,Future Featuring Drake
2015-08-07,956,Lose My Mind,Brett Eldredge
2015-08-07,970,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-08-07,984,Ghost Town,Adam Lambert
2015-08-07,998,Wet Dreamz,J. Cole
2015-08-07,1012,Commas,Future
2015-08-07,1026,Real Life,Jake Owen
2015-08-07,1040,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-08-07,1054,Love Me Like You Mean It,Kelsea Ballerini
2015-08-07,1068,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
2015-08-07,1082,Do It Again,Pia Mia Featuring Chris Brown & Tyga
2015-08-07,1096,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-08-07,1110,Bright,Echosmith
2015-08-07,1124,Strip It Down,Luke Bryan
2015-08-07,1138,The Matrimony,Wale Featuring Usher
2015-08-07,1152,Should've Been Us,Tori Kelly
2015-08-07,1166,Beautiful Now,Zedd Featuring Jon Bellion
2015-08-07,1180,Locked Away,R. City Featuring Adam Levine
2015-08-07,1194,Ex's & Oh's,Elle King
2015-08-07,1208,Yoga,Janelle Monae & Jidenna
2015-08-07,1222,Burning House,Cam
2015-08-07,1236,Fly,Maddie & Tae
2015-08-07,1250,Alright,Kendrick Lamar
2015-08-07,1264,I'm Comin' Over,Chris Young
2015-08-07,1278,Baby Be My Love Song,Easton Corbin
2015-08-07,1292,Break Up With Him,Old Dominion
2015-08-07,1306,Sippin' On Fire,Florida Georgia Line
2015-08-07,1320,Blow A Bag,Future
2015-08-07,1334,Tear In My Heart,Twenty One Pilots
2015-08-07,1348,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend
2015-08-07,1362,Anything Goes,Florida Georgia Line
2015-08-07,1376,Save It For A Rainy Day,Kenny Chesney
2015-08-07,1390,Dance Like We're Making Love,Ciara
2015-08-14,4,Cheerleader,OMI
2015-08-14,18,Can't Feel My Face,The Weeknd
2015-08-14,32,Watch Me,Silento
2015-08-14,46,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-08-14,60,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-08-14,74,Lean On,Major Lazer X DJ Snake Featuring MO
2015-08-14,88,Trap Queen,Fetty Wap
2015-08-14,102,My Way,Fetty Wap Featuring Monty
2015-08-14,116,Fight Song,Rachel Platten
2015-08-14,130,Shut Up And Dance,WALK THE MOON
2015-08-14,144,The Hills,The Weeknd
2015-08-14,158,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-08-14,172,Good For You,Selena Gomez Featuring A$AP Rocky
2015-08-14,186,"Honey, I'm Good.",Andy Grammer
2015-08-14,200,Worth It,Fifth Harmony Featuring Kid Ink
2015-08-14,214,679,Fetty Wap Featuring Remy Boyz
2015-08-14,228,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-08-14,242,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-08-14,256,Cool For The Summer,Demi Lovato
2015-08-14,270,Photograph,Ed Sheeran
2015-08-14,284,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-08-14,298,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-08-14,312,Want To Want Me,Jason Derulo
2015-08-14,326,Classic Man,Jidenna Featuring Roman GianArthur
2015-08-14,340,Sugar,Maroon 5
2015-08-14,354,Uma Thurman,Fall Out Boy
2015-08-14,368,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-08-14,382,Thinking Out Loud,Ed Sheeran
2015-08-14,396,Kick The Dust Up,Luke Bryan
2015-08-14,410,Earned It (Fifty Shades Of Grey),The Weeknd
2015-08-14,424,B**** Better Have My Money,Rihanna
2015-08-14,438,House Party,Sam Hunt
2015-08-14,452,Love Me Like You Do,Ellie Goulding
2015-08-14,466,You Know You Like It,DJ Snake & AlunaGeorge
2015-08-14,480,Talking Body,Tove Lo
2015-08-14,494,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-08-14,508,Take Your Time,Sam Hunt
2015-08-14,522,Nasty Freestyle,T-Wayne
2015-08-14,536,Slow Motion,Trey Songz
2015-08-14,550,R.I.C.O.,Meek Mill Featuring Drake
2015-08-14,564,Stitches,Shawn Mendes
2015-08-14,578,Girl Crush,Little Big Town
2015-08-14,592,Crash And Burn,Thomas Rhett
2015-08-14,606,Elastic Heart,Sia
2015-08-14,620,Be Real,Kid Ink Featuring DeJ Loaf
2015-08-14,634,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-08-14,648,Renegades,X Ambassadors
2015-08-14,662,Buy Me A Boat,Chris Janson
2015-08-14,676,Loving You Easy,Zac Brown Band
2015-08-14,690,Shake It Off,Taylor Swift
2015-08-14,704,One Hell Of An Amen,Brantley Gilbert
2015-08-14,718,Like A Wrecking Ball,Eric Church
2015-08-14,732,This Could Be Us,Rae Sremmurd
2015-08-14,746,She's Kinda Hot,5 Seconds Of Summer
2015-08-14,760,Kiss You In The Morning,Michael Ray
2015-08-14,774,"John Cougar, John Deere, John 3:16",Keith Urban
2015-08-14,788,Fun,Pitbull Featuring Chris Brown
2015-08-14,802,Planez,Jeremih Featuring J. Cole
2015-08-14,816,Tonight Looks Good On You,Jason Aldean
2015-08-14,830,Locked Away,R. City Featuring Adam Levine
2015-08-14,844,Young & Crazy,Frankie Ballard
2015-08-14,858,The Night Is Still Young,Nicki Minaj
2015-08-14,872,No Sleeep,Janet Featuring J. Cole
2015-08-14,886,Hell Of A Night,Dustin Lynch
2015-08-14,900,Sangria,Blake Shelton
2015-08-14,914,Lose My Mind,Brett Eldredge
2015-08-14,928,Ghost Town,Adam Lambert
2015-08-14,942,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
2015-08-14,956,Love You Like That,Canaan Smith
2015-08-14,970,Wet Dreamz,J. Cole
2015-08-14,984,Commas,Future
2015-08-14,998,Should've Been Us,Tori Kelly
2015-08-14,1012,This Summer's Gonna Hurt...,Maroon 5
2015-08-14,1026,Real Life,Jake Owen
2015-08-14,1040,Do It Again,Pia Mia Featuring Chris Brown & Tyga
2015-08-14,1054,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-08-14,1068,Ex's & Oh's,Elle King
2015-08-14,1082,Fire N Gold,Bea Miller
2015-08-14,1096,Burning House,Cam
2015-08-14,1110,Fly,Maddie & Tae
2015-08-14,1124,Where Ya At,Future Featuring Drake
2015-08-14,1138,How Deep Is Your Love,Calvin Harris & Disciples
2015-08-14,1152,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-08-14,1166,Beautiful Now,Zedd Featuring Jon Bellion
2015-08-14,1180,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-08-14,1194,Crushin' It,Brad Paisley
2015-08-14,1208,Love Me Like You Mean It,Kelsea Ballerini
2015-08-14,1222,The Matrimony,Wale Featuring Usher
2015-08-14,1236,Break Up With Him,Old Dominion
2015-08-14,1250,Cheyenne,Jason Derulo
2015-08-14,1264,Save It For A Rainy Day,Kenny Chesney
2015-08-14,1278,Bright,Echosmith
2015-08-14,1292,I'm Comin' Over,Chris Young
2015-08-14,1306,Alright,Kendrick Lamar
2015-08-14,1320,Anything Goes,Florida Georgia Line
2015-08-14,1334,Kings Never Die,Eminem Featuring Gwen Stefani
2015-08-14,1348,Yoga,Janelle Monae & Jidenna
2015-08-14,1362,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull
2015-08-14,1376,Like I Can,Sam Smith
2015-08-14,1390,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend
2015-08-21,4,Can't Feel My Face,The Weeknd
2015-08-21,18,Cheerleader,OMI
2015-08-21,32,Drag Me Down,One Direction
2015-08-21,46,Watch Me,Silento
2015-08-21,60,Lean On,Major Lazer X DJ Snake Featuring MO
2015-08-21,74,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-08-21,88,Fight Song,Rachel Platten
2015-08-21,102,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-08-21,116,Trap Queen,Fetty Wap
2015-08-21,130,My Way,Fetty Wap Featuring Monty
2015-08-21,144,The Hills,The Weeknd
2015-08-21,158,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-08-21,172,Good For You,Selena Gomez Featuring A$AP Rocky
2015-08-21,186,Shut Up And Dance,WALK THE MOON
2015-08-21,200,Worth It,Fifth Harmony Featuring Kid Ink
2015-08-21,214,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-08-21,228,679,Fetty Wap Featuring Remy Boyz
2015-08-21,242,"Honey, I'm Good.",Andy Grammer
2015-08-21,256,Photograph,Ed Sheeran
2015-08-21,270,Cool For The Summer,Demi Lovato
2015-08-21,284,Back To Back,Drake
2015-08-21,298,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-08-21,312,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-08-21,326,Classic Man,Jidenna Featuring Roman GianArthur
2015-08-21,340,Want To Want Me,Jason Derulo
2015-08-21,354,Uma Thurman,Fall Out Boy
2015-08-21,368,Sugar,Maroon 5
2015-08-21,382,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-08-21,396,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-08-21,410,Thinking Out Loud,Ed Sheeran
2015-08-21,424,House Party,Sam Hunt
2015-08-21,438,Earned It (Fifty Shades Of Grey),The Weeknd
2015-08-21,452,B**** Better Have My Money,Rihanna
2015-08-21,466,She's Kinda Hot,5 Seconds Of Summer
2015-08-21,480,Locked Away,R. City Featuring Adam Levine
2015-08-21,494,Love Me Like You Do,Ellie Goulding
2015-08-21,508,Kick The Dust Up,Luke Bryan
2015-08-21,522,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson"
2015-08-21,536,Talking Body,Tove Lo
2015-08-21,550,You Know You Like It,DJ Snake & AlunaGeorge
2015-08-21,564,Crash And Burn,Thomas Rhett
2015-08-21,578,Stitches,Shawn Mendes
2015-08-21,592,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-08-21,606,Loving You Easy,Zac Brown Band
2015-08-21,620,Take Your Time,Sam Hunt
2015-08-21,634,Nasty Freestyle,T-Wayne
2015-08-21,648,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-08-21,662,Buy Me A Boat,Chris Janson
2015-08-21,676,Slow Motion,Trey Songz
2015-08-21,690,"John Cougar, John Deere, John 3:16",Keith Urban
2015-08-21,704,Like A Wrecking Ball,Eric Church
2015-08-21,718,This Could Be Us,Rae Sremmurd
2015-08-21,732,Renegades,X Ambassadors
2015-08-21,746,Planez,Jeremih Featuring J. Cole
2015-08-21,760,Be Real,Kid Ink Featuring DeJ Loaf
2015-08-21,774,Kiss You In The Morning,Michael Ray
2015-08-21,788,R.I.C.O.,Meek Mill Featuring Drake
2015-08-21,802,Young & Crazy,Frankie Ballard
2015-08-21,816,Lose My Mind,Brett Eldredge
2015-08-21,830,One Hell Of An Amen,Brantley Gilbert
2015-08-21,844,Hell Of A Night,Dustin Lynch
2015-08-21,858,Tonight Looks Good On You,Jason Aldean
2015-08-21,872,Fun,Pitbull Featuring Chris Brown
2015-08-21,886,Omen,Disclosure Featuring Sam Smith
2015-08-21,900,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
2015-08-21,914,Hotline Bling,Drake
2015-08-21,928,Should've Been Us,Tori Kelly
2015-08-21,942,Ex's & Oh's,Elle King
2015-08-21,956,How Deep Is Your Love,Calvin Harris & Disciples
2015-08-21,970,Sangria,Blake Shelton
2015-08-21,984,Do It Again,Pia Mia Featuring Chris Brown & Tyga
2015-08-21,998,Ghost Town,Adam Lambert
2015-08-21,1012,The Night Is Still Young,Nicki Minaj
2015-08-21,1026,Beautiful Now,Zedd Featuring Jon Bellion
2015-08-21,1040,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias
2015-08-21,1054,Burning House,Cam
2015-08-21,1068,Fly,Maddie & Tae
2015-08-21,1082,Charged Up,Drake
2015-08-21,1096,Save It For A Rainy Day,Kenny Chesney
2015-08-21,1110,Cheyenne,Jason Derulo
2015-08-21,1124,I'm Comin' Over,Chris Young
2015-08-21,1138,Wet Dreamz,J. Cole
2015-08-21,1152,Real Life,Jake Owen
2015-08-21,1166,Love You Like That,Canaan Smith
2015-08-21,1180,Break Up With Him,Old Dominion
2015-08-21,1194,Commas,Future
2015-08-21,1208,Anything Goes,Florida Georgia Line
2015-08-21,1222,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean"
2015-08-21,1236,Where Ya At,Future Featuring Drake
2015-08-21,1250,100,The Game Featuring Drake
2015-08-21,1264,Comfortable,K Camp
2015-08-21,1278,Alright,Kendrick Lamar
2015-08-21,1292,This Summer's Gonna Hurt...,Maroon 5
2015-08-21,1306,Let Me See Ya Girl,Cole Swindell
2015-08-21,1320,Here,Alessia Cara
2015-08-21,1334,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend
2015-08-21,1348,Crushin' It,Brad Paisley
2015-08-21,1362,The Matrimony,Wale Featuring Usher
2015-08-21,1376,If Only,Dove Cameron
2015-08-21,1390,Good Thing,Sage The Gemini Featuring Nick Jonas
2015-08-28,4,Cheerleader,OMI
2015-08-28,18,Can't Feel My Face,The Weeknd
2015-08-28,32,Watch Me,Silento
2015-08-28,46,Lean On,Major Lazer X DJ Snake Featuring MO
2015-08-28,60,The Hills,The Weeknd
2015-08-28,74,Fight Song,Rachel Platten
2015-08-28,88,Trap Queen,Fetty Wap
2015-08-28,102,My Way,Fetty Wap Featuring Monty
2015-08-28,116,Bad Blood,Taylor Swift Featuring Kendrick Lamar
2015-08-28,130,Good For You,Selena Gomez Featuring A$AP Rocky
2015-08-28,144,See You Again,Wiz Khalifa Featuring Charlie Puth
2015-08-28,158,Where Are U Now,Skrillex & Diplo With Justin Bieber
2015-08-28,172,679,Fetty Wap Featuring Remy Boyz
2015-08-28,186,Shut Up And Dance,WALK THE MOON
2015-08-28,200,Photograph,Ed Sheeran
2015-08-28,214,Cool For The Summer,Demi Lovato
2015-08-28,228,Uptown Funk!,Mark Ronson Featuring Bruno Mars
2015-08-28,242,Worth It,Fifth Harmony Featuring Kid Ink
2015-08-28,256,"Honey, I'm Good.",Andy Grammer
2015-08-28,270,Want To Want Me,Jason Derulo
2015-08-28,284,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko
2015-08-28,298,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack"
2015-08-28,312,Classic Man,Jidenna Featuring Roman GianArthur
2015-08-28,326,Uma Thurman,Fall Out Boy
2015-08-28,340,Locked Away,R. City Featuring Adam Levine
2015-08-28,354,Drag Me Down,One Direction
2015-08-28,368,Sugar,Maroon 5
2015-08-28,382,House Party,Sam Hunt
2015-08-28,396,Flex (Ooh Ooh Ooh),Rich Homie Quan
2015-08-28,410,Marvin Gaye,Charlie Puth Featuring Meghan Trainor
2015-08-28,424,Thinking Out Loud,Ed Sheeran
2015-08-28,438,Back To Back,Drake
2015-08-28,452,Again,Fetty Wap
2015-08-28,466,Earned It (Fifty Shades Of Grey),The Weeknd
2015-08-28,480,Stitches,Shawn Mendes
2015-08-28,494,B**** Better Have My Money,Rihanna
2015-08-28,508,Kick The Dust Up,Luke Bryan
2015-08-28,522,Love Me Like You Do,Ellie Goulding
2015-08-28,536,Crash And Burn,Thomas Rhett
2015-08-28,550,Loving You Easy,Zac Brown Band
2015-08-28,564,She's Kinda Hot,5 Seconds Of Summer
2015-08-28,578,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj
2015-08-28,592,You Know You Like It,DJ Snake & AlunaGeorge
2015-08-28,606,Talking Body,Tove Lo
2015-08-28,620,Renegades,X Ambassadors
2015-08-28,634,Nasty Freestyle,T-Wayne
2015-08-28,648,Buy Me A Boat,Chris Janson
2015-08-28,662,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson"
2015-08-28,676,"John Cougar, John Deere, John 3:16",Keith Urban
2015-08-28,690,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White
2015-08-28,704,High By The Beach,Lana Del Rey
2015-08-28,718,Planez,Jeremih Featuring J. Cole
2015-08-28,732,Like A Wrecking Ball,Eric Church
2015-08-28,746,This Could Be Us,Rae Sremmurd
2015-08-28,760,Young & Crazy,Frankie Ballard
2015-08-28,774,Hell Of A Night,Dustin Lynch
2015-08-28,788,Hotline Bling,Drake
2015-08-28,802,Kiss You In The Morning,Michael Ray
2015-08-28,816,Be Real,Kid Ink Featuring DeJ Loaf
2015-08-28,830,How Deep Is Your Love,Calvin Harris & Disciples
2015-08-28,844,Lose My Mind,Brett Eldredge
2015-08-28,858,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
2015-08-28,872,Strip It Down,Luke Bryan
2015-08-28,886,Should've Been Us,Tori Kelly
2015-08-28,900,Burning House,Cam
